comments,extremist
"ধর্ষক লীগ বদরুল লীগ তুপান লীগ হেলমেট লীগ হাতুড়ি লীগ দেশের মানুষকে অনেক কষ্ট দিছে,এখন ফেরাউনের মতো ডুবনোর বাকি।",1
জামাত শিবির বিএনপি আওয়ামী লীগের কিছু করতে পারবেনা আল্লাহ ভরসা,0
"মসজিদের সব মুসুল্লিরা ছিল, তারা সবাই নিশ্চয়ই জামাত ছিলনা, আওয়ামী লীগ ও ছিল।",0
বিপ্লব কুমার সরকার তুমি ভুলে যেওনা এদেশের ৯০% লোক মুসলিম।,1
তিব্র নিন্দা ও প্রতিবাদ জানাচ্ছি,0
পাকহানার বাহিনীর মতো রাতের অন্ধকারে শীর্ষ নেতাদের গ্রেফতার।,1
এত কিছু করে সরকার কি সফল হয়েছে?,0
আইনশৃঙ্খলা বাহিনী সময়ের সেরা কাজটি করেছে। এদের না ধরলে দেশের স্থিতিশীল পরিবেশ বিনষ্ট হতো,0
মাননীয় প্রধানমন্ত্রী এই নিরীহ মানুষগুলোকে আপনি জেলে ভরাচ্ছেন একদিন আপনাকেও জেলে ভরানো হবে ইনশাআল্লাহ। ,1
তাহলে তো আওয়ামী লীগ ও বিরোধী দল,0
জাতীয় পার্টি গৃহপালিত রাজনৈতিক দল।,1
"হাস্যকর মন্তব্য,দেশের মানুষ জানে জাতীয় পার্টি আওয়ামী লীগের গৃহপালিত বিরোধী দল।",1
গোয়ালঘরের বিরোধী দল,1
বাংলাদেশের গৃহপালিত বিরোধীদল,1
গৃহপালিত বিরোধী দল পালন করেন।,1
"দেশের মানুষ বুঝে বিদেশী প্রভুরাও বুঝে, গলাবাজি করে লাভ নাই",1
"সো,,,,,,,,,পাটি নিয়ে আর বেশিদিন চলতে পারবেন না মনে রাইখেন ",0
মানুষের মধ্যে নয় আওয়ামী লীগের মধ্যে ভীতি সঞ্চার করে!,0
মানুষ বিএনপির আন্দোলনকে স্বাগত জানায় আর আওয়ামীলীগ বিএনপির আন্দোলনকে ভয় পায় তাই তারা পুলিশ লেলিয়ে দেয়,0
তৃতীয় মেয়াদে পদ ধরে রাখতে প্রচেষ্টা,0
ডিজিটাল আইনে মামলা করেন,1
ভাবা যায় এগুলা মার্কিন যুক্তরাষ্ট্রকে ওবায়দুল কাদেরের হুঁশিয়ারি,0
যুক্তরাষ্ট্রের বিরুদ্ধে জোরদার আন্দোলন গড়ে তুলতে হবে,0
"প্রভাবশালী তো সে-ই হয়, যে অন্যের উপর জুলুম করে",1
জয়তু শেখ হাসিনা,0
শালা তুই পাগল,1
শেখ হাসিনা সরকার বারবার দরকার,0
চোরের গােষ্ঠি চোর পিটা খাবি বছরের পর বছর,1
